ShortName;ValorSymbol;ValorNumber;ISIN;TitleSegmentDesc;BasketMembershipsSymbols;TradingBaseCurrency;ClosingPrice;ClosingPerformance;ClosingDelta;BidVolume;BidPrice;AskPrice;AskVolume;MidSpread;PreviousClosingPrice;LatestTradeDate;LatestTradeTime;OpeningPrice;DailyHighPrice;DailyLowPrice;ClobVolume;OffBookVolume;SwissAtMidVolume;SwissAtMidRatioOnMarket;SwissAtMidRatioTotal;SwissAtMidTurnover;EbboVolume;TotalTurnover;TotalTurnoverCHF;GeographicalAreaDesc;ListingSegmentDesc;SecTypeDesc
UBS GROUP N;UBSG;24476758;CH0244767585;Swiss Shares;SMIC|SPIX|SLCI|SOCI|SLCIX|SOCIX|SXRSX|SSIP|SSIRT|SMI|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SMIEUR|SMIEXC|SMIEXP|C8700P|C8700T|C8000P|C8000T|SLI|SLIC|SMIDVP|SLIDP|SSUSTX|SSUST|SMCEUR|SLCEUR|SLIEUR|SMIUSD|SMCUSD|SLIUSD|SLCUSD|SPIVP|SPIMP|SPIRP|SPIRV|SPIMTP|SPIVPE|SPIMPE|SPIRPE|SPIRVE|SPITPE|SPIVPC|SPIMPC|SPIRPC|SPIRVC|SPIMTC|SPIVPD|SPIMPD|SPIRPD|SPIRVD|SPITPD|ESCGIP|ESCGIT|SPI20|SPI2C|ESCGLP|ESCGLT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET|SPIGE|SPIGT|SPIEMTP|SPIEVC|SPIEMTC|SPIERC|SPIEMC|SPIERV|SPIEMP|SPIERP|SPIERD|SPIEVP;CHF;17.78;0;0;5705;+Market;+Market;6979;;17.78;20220110;173749.447;17.84;17.96;17.625;10213791;179382;450495;4.3963;4.1417;8019966.32;33281;193461808.07;193461808.07;Switzerland;International Reporting Standard;Registered share
UBS GROUP N 2. LINIE;UBSGEE;59628096;CH0596280963;Swiss Shares;;CHF;16.295;0;0;0;;;0;;16.295;20211201;;;;;0;0;0;;;0;0;0;0;Switzerland;International Reporting Standard;Registered share
UNISYS;UIS;10641130;US9092143067;Foreign Shares;;CHF;16.7;-2.91;-0.5;0;;27;10;;17.2;20220103;;;;;0;0;0;;;0;0;0;0;United States;International Reporting Standard;Registered share
V-ZUG N;VZUG;54248374;CH0542483745;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C3000P|C3000T|C3700P|C3700T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET;CHF;118;0.17;0.2;100;118;121.8;13;3.1693;117.8;20220110;173049;121.6;121.6;117;2280;0;0;0;0;0;0;268298.8;268298.8;Switzerland;Swiss Reporting Standard;Registered share
VALARTIS GROUP N;VLRT;36742768;CH0367427686;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C8700P|C8700T|C8000P|C8000T|SXSLIX|SXSLI;CHF;11.9;-5.56;-0.7;500;11.8;12.5;80;5.7613;12.6;20220110;173049;11.9;12.5;11.9;1022;0;0;0;0;0;0;12189.1;12189.1;Switzerland;International Reporting Standard;Registered share
VALIANT N;VATN;1478650;CH0014786500;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C8300P|C8300T|C8000P|C8000T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET;CHF;93.1;-0.11;-0.1;125;92.9;93.2;750;0.3224;93.2;20220110;173049;93.5;93.8;92.6;25360;0;837;3.231;3.1299;77989.2;545;2493775.7;2493775.7;Switzerland;Swiss Reporting Standard;Registered share
VALORA N;VALN;208897;CH0002088976;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C5000P|C5000T|C5300P|C5300T|SXSLIX|SXSLI|ESCGIP|ESCGIT;CHF;162;-1.7;-2.8;503;160;170;1010;6.0606;164.8;20220110;173049;165.4;165.4;161.2;14004;0;329;2.2746;2.224;53435;460;2403329;2403329;Switzerland;International Reporting Standard;Registered share
VARIA US PROPERTIES N;VARN;30528529;CH0305285295;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C8700P|C8700T|C8000P|C8000T|SXSLIX|SXSLI|ESCGIP|ESCGIT|RESAL|RESALX;CHF;50;0;0;200;49.6;50.4;99;1.6;50;20220110;173049;50;50;49.4;8719;0;150;1.6961;1.6678;7447.5;125;449022.2;449022.2;Switzerland;Standard for Real Estate Companies;Registered share
VAT GROUP N;VACN;31186490;CH0311864901;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|SMIMC|SMIM|SMIEXC|SMIEXP|C2000P|C2000T|C2700P|C2700T|SXSLIX|SXSLI|SMIMDP|SPISZ|SPIMP|SPIRP|SPIQP|SPIMTP|SPISPE|SPIMPE|SPIRPE|SPIQPE|SPITPE|SPISPC|SPIMPC|SPIRPC|SPIQPC|SPIMTC|SPISPD|SPIMPD|SPIRPD|SPIQPD|SPITPD|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET|SPIEMTP|SPIESZ|SPIEQC|SPIEMTC|SPIERC|SPIEMC|SPIEQP|SPIESC|SPIEMP|SPIERP;CHF;396.6;-5.89;-24.8;125;400;+Market;505;0;421.4;20220110;173134.053;422.8;427;393.8;91554;0;5896;6.3489;5.9699;2392817.5;1312;39748908.7;39748908.7;Switzerland;International Reporting Standard;Registered share
VAUDOISE ASSU N;VAHN;2154566;CH0021545667;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C8500P|C8500T|C8000P|C8000T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET;CHF;440;-0.23;-1;3;+Market;445;899;;441;20220110;173049;445;445;440;1047;0;4;0.382;0.3806;1766;0;463487;463487;Switzerland;Swiss Reporting Standard;Registered share
VETROPACK N;VETN;53023559;CH0530235594;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C2000P|C2000T|C2700P|C2700T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET;CHF;56.7;-3.41;-2;2073;56.6;57.4;200;1.4035;58.7;20220110;173049;58.5;58.5;56.6;22033;0;1752;7.5242;6.9976;100292.45;1252;1436920.95;1436920.95;Switzerland;Swiss Reporting Standard;Registered share
VIFOR N;VIFN;36474934;CH0364749348;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SLIFE|SLIFEX|SPIEX|SPIEXX|SMIMC|SMIM|SMIEXC|SMIEXP|C4000P|C4000T|C4500P|C4500T|SLI|SLIC|SMIMDP|SLIDP|SLCEUR|SLIEUR|SLIUSD|SLCUSD|SPIVP|SPISZ|SPIRV|SPIQP|SPIMTP|SPIVPE|SPISPE|SPIRVE|SPIQPE|SPITPE|SPIVPC|SPISPC|SPIRVC|SPIQPC|SPIMTC|SPIVPD|SPISPD|SPIRVD|SPIQPD|SPITPD|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET|SPIEMTP|SPIEVC|SPIESZ|SPIEMTC|SPIERV|SPIESC|SPIERD|SPIEVP;CHF;164;0.31;0.5;214;+Market;163;75;;163.5;20220110;173049;163.5;164.05;162.55;418244;39266;25937;6.1671;5.3393;4239733.3;2326;79378286.78;79378286.78;Switzerland;International Reporting Standard;Registered share
VILLARS N;VILN;260965;CH0002609656;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C5000P|C5000T|C5300P|C5300T|SXSLIX|SXSLI|ESCGIP|ESCGIT;CHF;750;0;0;88;750;770;58;2.6316;750;20220107;;;;;0;0;0;;;0;0;0;0;Switzerland;Swiss Reporting Standard;Registered share
VON ROLL I;ROL;324535;CH0003245351;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXBSX|SXBPX|SSIP|SSIRT|SXGE|SXBS|SXBP|SNSPIX|SNSPI|SPIEX|SPIEXX|C2000P|C2000T|C2700P|C2700T|SXSLIX|SXSLI|ESCGIP|ESCGIT;CHF;1.105;-2.64;-0.03;32654;1.1;1.15;1000;4.4444;1.135;20220110;173049;1.115;1.125;1.105;28729;0;0;0;0;0;0;31983.54;31983.54;Switzerland;Swiss Reporting Standard;Bearer share
VONTOBEL N;VONN;1233554;CH0012335540;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C8300P|C8300T|C8000P|C8000T|SXSLIX|SXSLI|SDIVI|SDIVIC|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET|SPIEMTP|SPIEVC|SPIESZ|SPIEMTC|SPIESC|SPIEVP;CHF;80.7;-0.92;-0.75;535;+Market;81.55;139;;81.45;20220110;173429.699;82.3;82.3;80.15;39898;0;536;1.3219;1.3047;43445.3;649;3330181.3;3330181.3;Switzerland;International Reporting Standard;Registered share
VPB VADUZ N;VPBN;31548726;LI0315487269;Foreign Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C8300P|C8300T|C8000P|C8000T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET;CHF;100.4;-1.57;-1.6;25;+Market;101.8;10;;102;20220110;173049;102.2;102.2;100.2;1919;0;0;0;0;0;0;192995;192995;Liechtenstein;International Reporting Standard;Registered share
VT5 ACQUISITION COMPANY N;VT5;110797983;CH1107979838;Swiss Shares;SSIP|SSIRT;CHF;10.4;-0.95;-0.1;631;10.2;10.4;4930;1.9417;10.5;20220110;173049;10.4;10.6;10.3;13546;0;0;0;0;0;0;140726.4;140726.4;Switzerland;Standard for SPACs;Registered share
VT5W VT5AG C;VT5W;110800808;CH1108008082;Swiss Shares;;CHF;1.5;0;0;4660;1.3;2;2278;42.4242;1.5;20220110;131526.145;1.3;1.5;1.3;5573;0;0;0;0;0;0;8291.5;8291.5;Switzerland;Standard for Derivatives;Shareholder's warrant
VZ HOLDING N;VZN;52875158;CH0528751586;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C8700P|C8700T|C8000P|C8000T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT;CHF;93;-4.12;-4;95;92;95;1000;3.2086;97;20220110;173049;97.5;97.5;93;5926;0;117;1.9667;1.9288;10960.25;23;571388.05;571388.05;Switzerland;International Reporting Standard;Registered share
WALLISER KB N;WKBN;30595120;CH0305951201;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C8300P|C8300T|C8000P|C8000T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT;CHF;101.5;-0.49;-0.5;169;101.5;102.5;525;0.9804;102;20220110;173049;101.5;102.5;101.5;781;0;0;0;0;0;0;79396.5;79396.5;Switzerland;Swiss Reporting Standard;Registered share
WARTECK N;WARN;261948;CH0002619481;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C8700P|C8700T|C8000P|C8000T|SXSLIX|SXSLI|REAL|REALX|SREAL|SREALX|ESCGIP|ESCGIT|RESAL|RESALX;CHF;2370;-0.42;-10;15;2360;2380;76;0.8439;2380;20220110;173049;2380;2380;2360;126;0;0;0;0;0;0;298930;298930;Switzerland;Standard for Real Estate Companies;Registered share
WISeKey N;WIHN;31402927;CH0314029270;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C9500P|C9500T|C9000P|C9000T|SXSLIX|SXSLI|ESCGIP|ESCGIT;CHF;0.764;-5.21;-0.042;1365;0.762;0.762;11;0;0.806;20220110;173049;0.82;0.83;0.76;443787;0;994;0.224;0.2235;774.33;0;353385.9;353385.9;Switzerland;International Reporting Standard;Registered share
Youngtimers AG;YTME;632685;CH0006326851;Swiss Shares;SSIP|SSIRT;CHF;1.4;0.72;0.01;40000;1.4;1.44;2423;2.8169;1.39;20220107;;;;;0;0;0;;;0;0;0;0;Switzerland;Swiss Reporting Standard;Bearer share
YPSOMED HLDG;YPSN;1939699;CH0019396990;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SLIFE|SLIFEX|SBIOM|SPIEX|SPIEXX|SBIOMX|C4000P|C4000T|C4500P|C4500T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET;CHF;172.2;-5.38;-9.8;10;172.2;178.6;45;3.6488;182;20220110;173049;180;181.8;171.4;5092;0;137;2.6205;2.5536;23937.5;136;942617.3;942617.3;Switzerland;Swiss Reporting Standard;Registered share
ZEHNDER N;ZEHN;27653461;CH0276534614;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C2000P|C2000T|C2300P|C2300T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT;CHF;87;-5.64;-5.2;315;+Market;92.8;1989;;92.2;20220110;173049;92.8;92.8;86.9;13901;0;2694;18.9225;15.9116;237480.85;336;1490981.65;1490981.65;Switzerland;Swiss Reporting Standard;Registered share
ZEHNDER N 2.LINIE;ZEHNE;110409530;CH1104095307;Swiss Shares;;CHF;81.4;0;0;0;;-Market;0;;81.4;20210611;;;;;0;0;0;;;0;0;0;0;Switzerland;Swiss Reporting Standard;Registered share
ZIMMER HLD;ZBH;1262932;US98956P1021;Foreign Shares;;CHF;109;0;0;10;109;;0;0;109;20211129;;;;;0;0;0;;;0;0;0;0;United States;International Reporting Standard;Registered share
ZUEBLIN IMM N;ZUBN;31230968;CH0312309682;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C8700P|C8700T|C8000P|C8000T|SXSLIX|SXSLI|REAL|REALX|SREAL|SREALX|ESCGIP|ESCGIT|RESAL|RESALX;CHF;26.2;-2.24;-0.6;40;26;27.2;320;4.5113;26.8;20220110;173049;26.8;26.8;26.2;1508;0;158;10.4775;9.4838;4187;0;44400;44400;Switzerland;Standard for Real Estate Companies;Registered share
ZUG ESTATES HOLDING AG;ZUGN;14805212;CH0148052126;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C8700P|C8700T|C8000P|C8000T|SXSLIX|SXSLI|REAL|REALX|SREAL|SREALX|ESCGIP|ESCGIT|RESAL|RESALX|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET;CHF;1960;-0.25;-5;26;1960;1985;5;1.2674;1965;20220110;173049;1965;1970;1960;70;0;0;0;0;0;0;137380;137380;Switzerland;Standard for Real Estate Companies;Registered share
ZUGER KB N;ZUGER;49389124;CH0493891243;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C8300P|C8300T|C8000P|C8000T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIGE|SPIGT;CHF;6760;-2.31;-160;4;6760;6880;5;1.7595;6920;20220110;173049;6840;6920;6760;41;0;0;0;0;0;0;280400;280400;Switzerland;Swiss Reporting Standard;Registered share
ZUR ROSE GROUP N;ROSE;4261528;CH0042615283;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|SMIMC|SMIM|SMIEXC|SMIEXP|C5000P|C5000T|C5300P|C5300T|SXSLIX|SXSLI|SMIMDP|SPISZ|SPIMTP|SPISPE|SPITPE|SPISPC|SPIMTC|SPISPD|SPITPD|ESCGIP|ESCGIT|SPIEU|SPIET;CHF;210;-2.78;-6;48;+Market;+Market;160;;216;20220110;173055.848;217.5;220.5;208.5;83771;560;8443;9.9721;9.0137;1830184.5;895;20048841.5;20048841.5;Switzerland;International Reporting Standard;Registered share
ZURICH INSURANCE N;ZURN;1107539;CH0011075394;Swiss Shares;SMIC|SPIX|SLCI|SOCI|SLCIX|SOCIX|SXRSX|SSIP|SSIRT|SMI|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SMIEUR|SMIEXC|SMIEXP|C8500P|C8500T|C8000P|C8000T|SLI|SLIC|SMIDVP|SLIDP|SDIVI|SDIVIC|SSUSTX|SSUST|SMCEUR|SLCEUR|SLIEUR|SMIUSD|SMCUSD|SLIUSD|SLCUSD|SPIVP|SPIMTP|SPIVPE|SPITPE|SPIVPC|SPIMTC|SPIVPD|SPITPD|ESCGIP|ESCGIT|SPI20|SPI2C|ESCGLP|ESCGLT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET|SPIGE|SPIGT|SPIEMTP|SPIEVC|SPIEMTC|SPIEVP;CHF;423.4;0.81;3.4;55;+Market;+Market;179;;420;20220110;173755.897;420.3;423.4;420.1;434887;44500;10952;2.5093;2.2264;4618131.95;1576;207703746.92;207703746.92;Switzerland;International Reporting Standard;Registered share
ZWAHLEN I;ZWM;266173;CH0002661731;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXBSX|SXBPX|SSIP|SSIRT|SXGE|SXBS|SXBP|SNSPIX|SNSPI|SPIEX|SPIEXX|C1000P|C1000T|C1700P|C1700T|SXSLIX|SXSLI;CHF;178;0;0;9;171;192;5;11.5702;178;20211229;;;;;0;0;0;;;0;0;0;0;Switzerland;Swiss Reporting Standard;Bearer share
